,year,site,nest,ring,mate_ring,chick1,chick2,chick3,field_sex_focal,mol_sex_focal,captured_focalyear_focal,field_sex_mate,mol_sex_mate,captured_focalyear_mate,comments_field,comments_stdfile,code,nest.id,year.cr,year.mr,first.res,last.res,first.cap.r,last.cap.r,fate,northing,easting,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,times.adult.not.seen,total.brood.res,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
628,2009,S,9,CA1110,CA1114,NA,NA,NA,F,F,yes,M,M,yes,NA,NA,MX.OX|YX.RX,2009-S-9,2007,2007,NA,NA,07/10/2009,07/10/2009,HATCH,1677549,260133,3,3,24/09/2009,24/09/2009,NA,0,2,22/10/2009,26/10/2009,NA,NA,NA,22/10/2009,26/10/2009,22/10/2009,26/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/09/2009,NA,07/10/2009,26/10/2009
629,2010,M,1,CA3418,NA,NA,NA,NA,F,F,yes,M,NA,no,NA,NA,MX.YX|GX.GX,2010-M-1,2010,2010,NA,NA,03/10/2010,03/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/10/2010,03/10/2010
630,2010,PP,2,CA3068,NA,NA,NA,NA,F,F,yes,M,NA,no,NA,NA,MX.WX|LX.GX,2010-PP-2,2010,2010,NA,NA,04/10/2010,04/10/2010,UNKNOWN,72786,65056,NA,2,21/09/2010,20/09/2010,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/09/2010,NA,04/10/2010,04/10/2010
631,2010,PP,7,CA3069,CA3423,NA,NA,NA,F,F,yes,M,M,no,NA,NA,MX.WX|LX.LX,2010-PP-7,2010,2010,NA,NA,04/10/2010,04/10/2010,UNKNOWN,73180,64317,NA,3,26/09/2010,04/10/2010,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/09/2010,NA,04/10/2010,04/10/2010
632,2010,S,-1,CA2725,CA3407,CA3408,CA3409,CA3410,F,F,yes,M,M,yes,NA,NA,MX.YX|BX.GX,2010-S--1,2010,2009,NA,NA,01/10/2010,01/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1,11,01/10/2010,19/11/2010,NA,NA,NA,01/10/2010,19/11/2010,19/11/2010,NA,01/10/2010,7.3,21.2,6,01/10/2010,7,19.6,6,01/10/2010,6.9,20.3,6,21.2,01/10/2010,4.533333333,01/10/2010,01/09/2010,26/09/2010,01/09/2010,NA,01/10/2010,19/11/2010
633,2010,S,-10,CA1677,NA,NA,NA,NA,F,M,no,M,NA,no,NA,NA,MX.YX|LX.LX,2010-S--10,2010,2009,NA,NA,07/10/2010,07/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,3,03/11/2010,06/11/2010,NA,NA,NA,03/11/2010,06/11/2010,06/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/10/2010,06/11/2010
634,2010,S,-104,CA3054,CA3056,CA3055,NA,NA,F,F,yes,M,F,no,NA,sex needs to be checked (CCI 2015),MX.WX|BX.LX,2010-S--104,2010,2010,31/10/2010,31/10/2010,30/09/2010,30/09/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,2,30/09/2010,23/10/2010,23/10/2010,NA,NA,30/09/2010,23/10/2010,23/10/2010,NA,30/09/2010,10.4,22.5,8,NA,NA,NA,NA,NA,NA,NA,NA,22.5,30/09/2010,7.422222222,30/09/2010,28/08/2010,22/09/2010,28/08/2010,NA,30/09/2010,31/10/2010
635,2010,S,-106,CA1067,CA1152,CA3650,NA,NA,F,F,no,M,M,no,NA,NA,MX.OX|BX.GX,2010-S--106,2008,2008,16/09/2010,23/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,17/10/2010,02/12/2010,NA,02/11/2010,05/11/2010,17/10/2010,02/12/2010,02/12/2010,NA,24/10/2010,11,25.1,14,NA,NA,NA,NA,NA,NA,NA,NA,25.1,24/10/2010,13.2,24/10/2010,15/09/2010,10/10/2010,15/09/2010,NA,16/09/2010,02/12/2010
636,2010,S,-107,CA2629,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.RX|WX.WX,2010-S--107,2008,2008,12/10/2010,16/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,17/10/2010,17/10/2010,NA,NA,NA,17/10/2010,17/10/2010,17/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/10/2010,17/10/2010
637,2010,S,-109,CA2645,CA3033,CA3114,NA,NA,F,F,no,M,NA,no,NA,NA,MX.RX|YX.RX,2010-S--109,2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,20/10/2010,11/11/2010,22/11/2010,NA,NA,20/10/2010,22/11/2010,22/11/2010,NA,20/10/2010,18.9,26.8,15,NA,NA,NA,NA,NA,NA,NA,NA,26.8,20/10/2010,16.97777778,20/10/2010,08/09/2010,03/10/2010,08/09/2010,NA,20/10/2010,11/11/2010
638,2010,S,-11,CA1063,CA1119,CA3712,CA3713,NA,F,F,no,M,NA,no,NA,NA,MX.RX|GX.BX,2010-S--11,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,07/11/2010,27/11/2010,NA,NA,NA,07/11/2010,27/11/2010,27/11/2010,NA,07/11/2010,7.4,21.3,5.5,07/11/2010,7.1,20.2,6,NA,NA,NA,NA,21.3,07/11/2010,4.755555556,07/11/2010,08/10/2010,02/11/2010,08/10/2010,NA,07/11/2010,27/11/2010
639,2010,S,-112,CA2705,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.OX|RX.RX,2010-S--112,2009,2009,11/09/2010,19/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,19/10/2010,14/11/2010,23/11/2010,NA,NA,19/10/2010,23/11/2010,23/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2010,14/11/2010
640,2010,S,-113,CA2710,NA,NA,NA,NA,F,F,no,M,NA,no,Sames as Tamas brood -212,NA,MX.LX|GX.BX,2010-S--113,2010,2009,21/10/2010,21/10/2010,16/10/2010,16/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,1,21/10/2010,21/10/2010,NA,NA,NA,21/10/2010,21/10/2010,21/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2010,21/10/2010
641,2010,S,-115,CA1693,CA3145,CA3144,NA,NA,F,NA,yes,M,NA,yes,NA,NA,MX.WX|YX.WX,2010-S--115,2010,2009,03/11/2010,03/11/2010,11/11/2010,11/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,6,02/11/2010,16/11/2010,NA,NA,NA,02/11/2010,16/11/2010,13/11/2010,16/11/2010,11/11/2010,7.9,21.7,7,NA,NA,NA,NA,NA,NA,NA,NA,21.7,11/11/2010,5.644444444,11/11/2010,11/10/2010,05/11/2010,11/10/2010,NA,02/11/2010,16/11/2010
642,2010,S,-117,CA3154,CA1047,CA3153,NA,NA,F,NA,yes,M,M,no,NA,NA,WX.MX|RX.BX,2010-S--117,2010,2010,NA,NA,19/11/2010,19/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,3,18/11/2010,27/11/2010,NA,NA,NA,18/11/2010,27/11/2010,19/11/2010,27/11/2010,19/11/2010,8.2,20.9,6,NA,NA,NA,NA,NA,NA,NA,NA,20.9,19/11/2010,3.866666667,19/11/2010,21/10/2010,15/11/2010,21/10/2010,NA,18/11/2010,27/11/2010
643,2010,S,-119,CA3655,NA,NA,NA,NA,F,NA,no,M,NA,no,Same as Tamas brood -230,NA,OX.MX|OX.GX,2010-S--119,2010,2010,NA,NA,26/10/2010,26/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,1,08/11/2010,08/11/2010,NA,NA,NA,08/11/2010,08/11/2010,08/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/10/2010,08/11/2010
644,2010,S,-120,CA3412,NA,NA,NA,NA,F,F,no,M,NA,no,Same as Iwan's nest 20,NA,MX.YX|BX.RX,2010-S--120,2010,2010,NA,NA,01/10/2010,01/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,1,27/11/2010,27/11/2010,NA,NA,NA,27/11/2010,27/11/2010,27/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/10/2010,27/11/2010
645,2010,S,-14,CA1697,XX.XX|MX.XX,NA,NA,NA,F,NA,no,M,NA,no,NA,NA,MX.BX|YX.BX,2010-S--14,2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,14/11/2010,05/12/2010,NA,25/11/2010,27/11/2010,14/11/2010,05/12/2010,05/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/11/2010,05/12/2010
646,2010,S,-17,CA3070,CA3074,CA3724,CA3725,NA,F,F,no,M,M,no,NA,NA,MX.WX|LX.RX,2010-S--17,2010,2010,NA,NA,05/10/2010,05/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1,18,22/11/2010,12/12/2010,NA,NA,NA,21/11/2010,12/12/2010,12/12/2010,NA,01/12/2010,8.3,22.8,7.5,01/12/2010,9.3,23.4,10,NA,NA,NA,NA,23.4,01/12/2010,9.422222222,01/12/2010,27/10/2010,21/11/2010,27/10/2010,NA,05/10/2010,12/12/2010
647,2010,S,-19,CA2712,MX.LX|BX.GX,CA3716,CA3717,NA,F,NA,no,M,NA,no,Combination not in file,NA,OX.MX|BX.RX,2010-S--19,2010,2009,NA,NA,10/10/2010,10/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,7,25/11/2010,03/12/2010,NA,NA,NA,25/11/2010,03/12/2010,02/12/2010,03/12/2010,26/11/2010,8,21.3,6.5,26/11/2010,7.7,21.2,6.5,NA,NA,NA,NA,21.3,26/11/2010,4.755555556,26/11/2010,27/10/2010,21/11/2010,27/10/2010,NA,10/10/2010,03/12/2010
648,2010,S,-201,CA3427,NA,CA3428,CA3601,NA,F,F,yes,M,NA,no,NA,NA,MX.YX|LX.OX,2010-S--201,2010,2010,12/10/2010,31/10/2010,07/10/2010,07/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,3,18,04/10/2010,25/10/2010,03/11/2010,25/10/2010,03/11/2010,04/10/2010,14/11/2010,14/11/2010,NA,07/10/2010,9.1,23.3,7.5,04/10/2010,11,22.1,6,NA,NA,NA,NA,23.3,07/10/2010,9.2,07/10/2010,02/09/2010,27/09/2010,02/09/2010,NA,04/10/2010,31/10/2010
649,2010,S,-202,CA1634,BX.MX|LX.YX,CA3602,NA,NA,F,NA,no,M,NA,no,NA,NA,BX.MX|LX.WX,2010-S--202,2009,2009,14/09/2010,19/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,04/10/2010,04/10/2010,10/11/2010,NA,NA,04/10/2010,10/11/2010,10/11/2010,NA,04/10/2010,11,27.3,13,NA,NA,NA,NA,NA,NA,NA,NA,27.3,04/10/2010,18.08888889,04/10/2010,21/08/2010,15/09/2010,21/08/2010,NA,14/09/2010,19/10/2010
650,2010,S,-204,CA3607,NA,CA3075,CA3076,NA,F,F,yes,M,NA,no,NA,NA,OX.MX|BX.OX,2010-S--204,2010,2010,NA,NA,10/10/2010,10/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1,23,10/10/2010,05/12/2010,07/12/2010,NA,NA,10/10/2010,07/12/2010,07/12/2010,NA,10/10/2010,12.7,27,13,10/10/2010,12.8,27.3,11.5,NA,NA,NA,NA,27.3,10/10/2010,18.08888889,10/10/2010,27/08/2010,21/09/2010,27/08/2010,NA,10/10/2010,05/12/2010
651,2010,S,-205,CA1073,BX.MX|WX.YX,CA3077,NA,NA,F,F,yes,M,NA,no,NA,NA,MX.OX|BX.RX,2010-S--205,2008,2008,NA,NA,10/10/2010,10/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10/10/2010,22/10/2010,NA,NA,NA,10/10/2010,22/10/2010,22/10/2010,NA,10/10/2010,12.4,26.5,14,NA,NA,NA,NA,NA,NA,NA,NA,26.5,10/10/2010,16.31111111,10/10/2010,29/08/2010,23/09/2010,29/08/2010,NA,10/10/2010,22/10/2010
652,2010,S,-211,CA2691,CA3612,CA3441,CA3442,NA,F,F,yes,M,M,yes,NA,NA,BX.MX|OX.RX,2010-S--211,2009,2009,11/09/2010,12/10/2010,10/10/2010,10/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,2,10/10/2010,11/10/2010,NA,NA,NA,10/10/2010,11/10/2010,11/10/2010,NA,10/10/2010,8.2,21.1,5.5,10/10/2010,8.4,21.3,6,NA,NA,NA,NA,21.3,10/10/2010,4.755555556,10/10/2010,10/09/2010,05/10/2010,10/09/2010,NA,11/09/2010,12/10/2010
653,2010,S,-212,CA2710,CA3616,CA3102,CA3454,NA,F,F,yes,M,NA,yes,NA,NA,MX.LX|GX.BX,2010-S--212,2010,2009,21/10/2010,21/10/2010,16/10/2010,16/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,14,23,15/10/2010,02/11/2010,04/11/2010,02/11/2010,04/11/2010,13/10/2010,29/11/2010,29/11/2010,NA,16/10/2010,8.3,21,6,13/10/2010,7.5,21.4,6,NA,NA,NA,NA,21.4,13/10/2010,4.977777778,13/10/2010,13/09/2010,08/10/2010,13/09/2010,NA,15/10/2010,02/11/2010
654,2010,S,-213,CA1627,CA3617,CA3618,CA3619,CA3620,F,F,yes,M,M,yes,NA,NA,BX.MX|WX.BX,2010-S--213,2009,2009,NA,NA,04/10/2010,14/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,16,14/10/2010,26/11/2010,NA,NA,NA,14/10/2010,26/11/2010,26/11/2010,NA,14/10/2010,7.8,20.2,6,14/10/2010,7.5,21.7,6,14/10/2010,8.2,20.8,6.5,21.7,14/10/2010,5.644444444,14/10/2010,13/09/2010,08/10/2010,13/09/2010,NA,04/10/2010,26/11/2010
655,2010,S,-215,CA2705,CA1142,CA3623,NA,NA,F,F,no,M,M,no,M vs F might be reversed,NA,MX.OX|RX.RX,2010-S--215,2009,2009,11/09/2010,19/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,15/10/2010,21/11/2010,NA,NA,NA,14/10/2010,21/11/2010,21/11/2010,NA,14/10/2010,7.1,21,7,NA,NA,NA,NA,NA,NA,NA,NA,21,14/10/2010,4.088888889,14/10/2010,14/09/2010,09/10/2010,14/09/2010,NA,11/09/2010,21/11/2010
656,2010,S,-217,CA1110,MX.OX|GX.WX,NA,NA,NA,F,NA,no,M,NA,no,NA,NA,MX.OX|YX.RX,2010-S--217,2007,2007,NA,NA,08/10/2010,15/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,1,23/10/2010,23/10/2010,NA,NA,NA,23/10/2010,23/10/2010,NA,23/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/10/2010,23/10/2010
657,2010,S,-219,CA1644,MX.RX|YX.BX,CA3628,NA,NA,F,NA,no,M,NA,no,NA,NA,BX.MX|YX.OX,2010-S--219,2009,2009,12/10/2010,17/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,23/10/2010,26/11/2010,29/11/2010,NA,NA,17/10/2010,29/11/2010,29/11/2010,NA,17/10/2010,7.4,20.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,20.2,17/10/2010,2.311111111,17/10/2010,19/09/2010,14/10/2010,19/09/2010,NA,12/10/2010,26/11/2010
658,2010,S,-22,CA3448,CA2697,CA3721,CA3722,NA,F,NA,no,M,M,no,Combination not in file,NA,MX.YX|RX.BX,2010-S--22,2010,2010,NA,NA,13/10/2010,13/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,3,30/11/2010,02/12/2010,NA,NA,NA,30/11/2010,02/12/2010,01/12/2010,02/12/2010,30/11/2010,7.2,21.6,5.5,30/11/2010,7.3,20.4,5.5,NA,NA,NA,NA,21.6,30/11/2010,5.422222222,30/11/2010,30/10/2010,24/11/2010,30/10/2010,NA,13/10/2010,02/12/2010
659,2010,S,-222,CA3434,NA,CA3636,NA,NA,F,NA,no,M,NA,no,NA,NA,MX.YX|OX.GX,2010-S--222,2010,2010,NA,NA,09/10/2010,13/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18/10/2010,18/10/2010,NA,NA,NA,18/10/2010,18/10/2010,18/10/2010,NA,18/10/2010,7.8,21.1,7,NA,NA,NA,NA,NA,NA,NA,NA,21.1,18/10/2010,4.311111111,18/10/2010,18/09/2010,13/10/2010,18/09/2010,NA,09/10/2010,18/10/2010
660,2010,S,-224,CA3639,CA3638,CA3484,NA,NA,F,F,yes,M,M,yes,Combination not in file,NA,OX.MX|GX.YX,2010-S--224,2010,2010,NA,NA,19/10/2010,19/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1,13,19/10/2010,02/12/2010,NA,NA,NA,19/10/2010,02/12/2010,02/12/2010,NA,19/10/2010,7.6,19.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,19.7,19/10/2010,1.2,19/10/2010,22/09/2010,17/10/2010,22/09/2010,NA,19/10/2010,02/12/2010
661,2010,S,-226,CA2610,CA2666,CA3644,CA3645,NA,F,F,yes,M,M,yes,NA,NA,MX.LX|BX.OX,2010-S--226,2010,2008,24/10/2010,24/10/2010,22/10/2010,22/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,3,22/10/2010,26/10/2010,NA,NA,NA,22/10/2010,26/10/2010,26/10/2010,NA,22/10/2010,9,21.6,9,22/10/2010,8.7,19.5,9,NA,NA,NA,NA,21.6,22/10/2010,5.422222222,22/10/2010,21/09/2010,16/10/2010,21/09/2010,NA,22/10/2010,26/10/2010
662,2010,S,-230,CA3655,CA3658,CA3656,CA3657,NA,F,NA,yes,M,F,no,NA,NA,OX.MX|OX.GX,2010-S--230,2010,2010,NA,NA,26/10/2010,26/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,2,19,26/10/2010,09/12/2010,10/12/2010,NA,NA,26/10/2010,10/12/2010,10/12/2010,NA,26/10/2010,8.5,22.8,8,26/10/2010,8,21.2,7,NA,NA,NA,NA,22.8,26/10/2010,8.088888889,26/10/2010,22/09/2010,17/10/2010,22/09/2010,NA,26/10/2010,09/12/2010
663,2010,S,-24,CA1073,NA,CA3730,CA3731,NA,F,F,no,M,NA,no,NA,NA,MX.OX|BX.RX,2010-S--24,2008,2008,NA,NA,10/10/2010,10/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,8,03/12/2010,12/12/2010,NA,NA,NA,03/12/2010,12/12/2010,12/12/2010,NA,03/12/2010,9.8,23.1,8.5,03/12/2010,9.5,23,8.5,NA,NA,NA,NA,23.1,03/12/2010,8.755555556,03/12/2010,30/10/2010,24/11/2010,30/10/2010,NA,10/10/2010,12/12/2010
664,2010,S,-28,CA2690,CA1017,CA3741,CA3742,NA,F,F,no,M,M,no,NA,NA,BX.MX|OX.OX,2010-S--28,2009,2009,20/11/2010,20/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,06/12/2010,12/12/2010,NA,NA,NA,06/12/2010,12/12/2010,12/12/2010,NA,11/12/2010,8.6,21.3,7,11/12/2010,8.7,21.5,6.5,NA,NA,NA,NA,21.5,11/12/2010,5.2,11/12/2010,10/11/2010,05/12/2010,10/11/2010,NA,20/11/2010,12/12/2010
665,2010,S,-30,CA2724,CA2702,NA,NA,NA,F,F,no,M,M,no,NA,NA,MX.YX|BX.OX,2010-S--30,2010,2009,NA,NA,01/10/2010,01/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,2,5,07/12/2010,10/12/2010,12/12/2010,NA,NA,07/12/2010,12/12/2010,12/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/10/2010,10/12/2010
666,2010,S,-301,CA3826,CA1052,NA,NA,NA,F,NA,no,M,M,no,adopted 2 chicks on 8 Nov; one of them CA3443,NA,MX.GX|BX.WX,2010-S--301,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,11/11/2010,26/11/2010,NA,NA,NA,08/11/2010,26/11/2010,26/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2010,26/11/2010
667,2010,S,-31,CA2652,CA1037,CA3738,CA3739,NA,F,F,no,M,M,no,NA,NA,MX.RX|OX.YX,2010-S--31,2008,2008,11/11/2010,11/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,09/12/2010,12/12/2010,NA,NA,NA,09/12/2010,12/12/2010,12/12/2010,NA,09/12/2010,7.2,20.5,6,09/12/2010,7.4,19.9,6,NA,NA,NA,NA,20.5,09/12/2010,2.977777778,09/12/2010,11/11/2010,06/12/2010,11/11/2010,NA,11/11/2010,12/12/2010
668,2010,S,-32,CA3405,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.YX|BX.BX,2010-S--32,2010,2010,NA,NA,30/09/2010,30/09/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,5,23/11/2010,30/11/2010,NA,NA,NA,23/11/2010,30/11/2010,27/11/2010,29/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/09/2010,30/11/2010
669,2010,S,-34,CA2697,NA,NA,NA,NA,F,M,no,M,NA,no,NA,NA,MX.OX|BX.YX,2010-S--34,2009,2009,NA,NA,01/10/2010,01/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,5,08/12/2010,12/12/2010,NA,NA,NA,08/12/2010,12/12/2010,12/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/10/2010,12/12/2010
670,2010,S,-4,CA1089,BX.MX|RX.YX,CA3426,CA3615,NA,F,NA,no,M,NA,no,NA,NA,MX.OX|LX.RX,2010-S--4,2008,2008,14/09/2010,12/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,06/10/2010,02/11/2010,NA,NA,NA,06/10/2010,02/11/2010,02/11/2010,NA,06/10/2010,13.7,25.3,14,13/10/2010,12,28.1,24,NA,NA,NA,NA,28.1,13/10/2010,19.86666667,13/10/2010,29/08/2010,23/09/2010,29/08/2010,NA,14/09/2010,02/11/2010
671,2010,S,-7,CA3706,CA3660,CA3661,CA3707,NA,F,F,yes,M,M,yes,NA,NA,RX.MX|BX.GX,2010-S--7,2010,2010,02/11/2010,02/11/2010,27/10/2010,27/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,0,14,27/10/2010,04/12/2010,NA,NA,NA,27/10/2010,04/12/2010,04/12/2010,NA,27/10/2010,7.3,20.7,7,27/10/2010,6.7,19.9,6.5,NA,NA,NA,NA,20.7,27/10/2010,3.422222222,27/10/2010,28/09/2010,23/10/2010,28/09/2010,NA,27/10/2010,04/12/2010
672,2010,S,10,CA3018,CA1052,NA,NA,NA,F,NA,yes,M,M,yes,NA,NA,MX.BX|BX.WX,2010-S-10,2009,2009,NA,NA,05/10/2010,05/10/2010,Unknown,77598,60138,NA,2,18/09/2010,19/09/2010,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/09/2010,NA,05/10/2010,05/10/2010
673,2010,S,101,CA3403,CA1181,NA,NA,NA,F,M,no,M,F,yes,M vs F might be reversed,NA,BX.BX|MX.WX,2010-S-101,2010,2010,16/11/2010,16/11/2010,30/09/2010,30/09/2010,PREDATED,75955,61102,0,3,10/09/2010,12/09/2010,06/10/2010,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2010,NA,30/09/2010,16/11/2010
674,2010,S,102,CA1044,CA1096,CA3080,CA3081,CA3613,F,F,yes,M,M,no,NA,NA,BX.MX|OX.GX,2010-S-102,2007,2007,14/09/2010,01/10/2010,01/10/2010,01/10/2010,HATCH,77344,60176,3,3,17/09/2010,16/09/2010,12/10/2010,1,19,12/10/2010,26/11/2010,NA,NA,NA,12/10/2010,26/11/2010,25/11/2010,26/11/2010,12/10/2010,8,19.8,7,12/10/2010,8.6,20.4,7,12/10/2010,6.5,20.1,7,20.4,12/10/2010,2.755555556,12/10/2010,14/09/2010,09/10/2010,17/09/2010,-2.755555556,14/09/2010,26/11/2010
675,2010,S,104,CA3062,NA,NA,NA,NA,F,F,yes,M,NA,no,NA,NA,MX.WX|GX.LX,2010-S-104,2010,2010,NA,NA,01/10/2010,01/10/2010,PREDATED,76555,61588,0,3,18/09/2010,17/09/2010,08/10/2010,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/09/2010,NA,01/10/2010,01/10/2010
676,2010,S,106,CA2690,CA1017,CA3414,CA3415,CA3416,F,F,no,M,M,no,NA,NA,BX.MX|OX.OX,2010-S-106,2009,2009,20/11/2010,20/11/2010,NA,NA,HATCH,76412,61727,3,3,12/09/2010,18/09/2010,27/09/2010,1,8,01/10/2010,06/11/2010,07/11/2010,NA,NA,01/10/2010,07/11/2010,07/11/2010,NA,01/10/2010,8.8,22.6,9,01/10/2010,7.5,20,7,01/10/2010,7.8,21.6,9,22.6,01/10/2010,7.644444444,01/10/2010,29/08/2010,23/09/2010,12/09/2010,-13.64444444,01/10/2010,20/11/2010
677,2010,S,107,CA3003,CA1136,CA3095,CA3096,NA,F,F,yes,M,F,no,NA,NA,MX.WX|BX.BX,2010-S-107,2010,2009,02/10/2010,18/11/2010,30/09/2010,30/09/2010,HATCH,76373,60507,2,3,10/09/2010,18/09/2010,15/10/2010,1,12,15/10/2010,05/12/2010,NA,NA,NA,15/10/2010,05/12/2010,05/12/2010,NA,15/10/2010,7.6,19.7,NA,15/10/2010,8.2,19.6,NA,NA,NA,NA,NA,19.7,15/10/2010,1.2,15/10/2010,18/09/2010,13/10/2010,10/09/2010,8.8,30/09/2010,05/12/2010
